feature_source,method,k,k_effective,metric,val_mae,n_components_requested,n_components_used,l2_normalize,scaler_mean_shape,val_balanced_accuracy,bandwidth_scale,bandwidth,bw_method
frozen_backbone,age_knn,5.0,5.0,euclidean,9.54955705273864,25,25,True,[512],,,,
frozen_backbone,age_knn,5.0,5.0,cosine,9.520876300255287,25,25,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,euclidean,9.157184701512492,25,25,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,cosine,9.127239142156542,25,25,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,euclidean,9.049771942858449,25,25,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,cosine,9.022580437167518,25,25,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,euclidean,9.080977885841085,25,25,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,cosine,9.054115672227983,25,25,True,[512],,,,
frozen_backbone,age_knn,1.0,1.0,euclidean,11.509293680297398,50,50,False,[512],,,,
frozen_backbone,age_knn,1.0,1.0,cosine,11.623963397197597,50,50,False,[512],,,,
frozen_backbone,age_knn,3.0,3.0,euclidean,9.842298879351876,50,50,False,[512],,,,
frozen_backbone,age_knn,3.0,3.0,cosine,9.544316752794447,50,50,False,[512],,,,
frozen_backbone,age_knn,5.0,5.0,euclidean,9.338164854024948,50,50,False,[512],,,,
frozen_backbone,age_knn,5.0,5.0,cosine,9.148334507178006,50,50,False,[512],,,,
frozen_backbone,age_knn,10.0,10.0,euclidean,9.181388216868275,50,50,False,[512],,,,
frozen_backbone,age_knn,10.0,10.0,cosine,8.894464101701947,50,50,False,[512],,,,
frozen_backbone,age_knn,20.0,20.0,euclidean,9.094233542225371,50,50,False,[512],,,,
frozen_backbone,age_knn,20.0,20.0,cosine,8.888178118162285,50,50,False,[512],,,,
frozen_backbone,age_knn,50.0,50.0,euclidean,9.245338820697535,50,50,False,[512],,,,
frozen_backbone,age_knn,50.0,50.0,cosine,8.943202832554366,50,50,False,[512],,,,
frozen_backbone,age_knn,1.0,1.0,euclidean,11.623963397197597,50,50,True,[512],,,,
frozen_backbone,age_knn,1.0,1.0,cosine,11.623963397197597,50,50,True,[512],,,,
frozen_backbone,age_knn,3.0,3.0,euclidean,9.565406429425423,50,50,True,[512],,,,
frozen_backbone,age_knn,3.0,3.0,cosine,9.544316713353837,50,50,True,[512],,,,
frozen_backbone,age_knn,5.0,5.0,euclidean,9.174867983461136,50,50,True,[512],,,,
frozen_backbone,age_knn,5.0,5.0,cosine,9.148334475703635,50,50,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,euclidean,8.926352948359,50,50,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,cosine,8.894464024278271,50,50,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,euclidean,8.91525325578219,50,50,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,cosine,8.888178040929375,50,50,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,euclidean,8.967730009320277,50,50,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,cosine,8.943202793441626,50,50,True,[512],,,,
frozen_backbone,age_knn,1.0,1.0,euclidean,11.486988847583643,100,100,False,[512],,,,
frozen_backbone,age_knn,1.0,1.0,cosine,11.366028024020588,100,100,False,[512],,,,
frozen_backbone,age_knn,3.0,3.0,euclidean,9.498451796067494,100,100,False,[512],,,,
frozen_backbone,age_knn,3.0,3.0,cosine,9.45028606328342,100,100,False,[512],,,,
frozen_backbone,age_knn,5.0,5.0,euclidean,9.24286066225886,100,100,False,[512],,,,
frozen_backbone,age_knn,5.0,5.0,cosine,8.952498399302737,100,100,False,[512],,,,
frozen_backbone,age_knn,10.0,10.0,euclidean,9.064686580914167,100,100,False,[512],,,,
frozen_backbone,age_knn,10.0,10.0,cosine,8.791344842725332,100,100,False,[512],,,,
frozen_backbone,age_knn,20.0,20.0,euclidean,9.02068408133351,100,100,False,[512],,,,
frozen_backbone,age_knn,20.0,20.0,cosine,8.759589554789969,100,100,False,[512],,,,
frozen_backbone,age_knn,50.0,50.0,euclidean,9.246849535076901,100,100,False,[512],,,,
frozen_backbone,age_knn,50.0,50.0,cosine,8.811691879737424,100,100,False,[512],,,,
frozen_backbone,age_knn,1.0,1.0,euclidean,11.366028024020588,100,100,True,[512],,,,
frozen_backbone,age_knn,1.0,1.0,cosine,11.366028024020588,100,100,True,[512],,,,
frozen_backbone,age_knn,3.0,3.0,euclidean,9.475078105173539,100,100,True,[512],,,,
frozen_backbone,age_knn,3.0,3.0,cosine,9.450286007628172,100,100,True,[512],,,,
frozen_backbone,age_knn,5.0,5.0,euclidean,8.982304730724191,100,100,True,[512],,,,
frozen_backbone,age_knn,5.0,5.0,cosine,8.952498317801252,100,100,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,euclidean,8.823009802141645,100,100,True,[512],,,,
frozen_backbone,age_knn,10.0,10.0,cosine,8.791344882351536,100,100,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,euclidean,8.788072892447087,100,100,True,[512],,,,
frozen_backbone,age_knn,20.0,20.0,cosine,8.75958957943263,100,100,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,euclidean,8.834444774541774,100,100,True,[512],,,,
frozen_backbone,age_knn,50.0,50.0,cosine,8.811691903695598,100,100,True,[512],,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,10,10,False,[512],0.7425933501421935,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,10,10,False,[512],0.7432361382627086,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,10,10,False,[512],0.7650870009296008,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,10,10,False,[512],0.7703602563547849,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,10,10,False,[512],0.7746455651225329,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,10,10,False,[512],0.7798924337839734,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,10,10,False,[512],0.7839930352055151,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,10,10,False,[512],0.7895924375862896,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,10,10,False,[512],0.7905972652168041,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,10,10,False,[512],0.7883406232914161,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,10,10,False,[512],0.7881105176001353,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,10,10,False,[512],0.7901486902331607,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,10,10,True,[512],0.7432361382627086,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,10,10,True,[512],0.7432361382627086,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,10,10,True,[512],0.7704394166460162,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,10,10,True,[512],0.7703602563547849,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,10,10,True,[512],0.7811442480788469,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,10,10,True,[512],0.7798924337839734,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,10,10,True,[512],0.790165571206239,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,10,10,True,[512],0.7895924375862896,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,10,10,True,[512],0.7872471295790049,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,10,10,True,[512],0.7883406232914161,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,10,10,True,[512],0.7906426635618788,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,10,10,True,[512],0.7901486902331607,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,25,25,False,[512],0.741835509176038,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,25,25,False,[512],0.7480344319405055,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,25,25,False,[512],0.7684392671756526,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,25,25,False,[512],0.7740291637657616,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,25,25,False,[512],0.7821153137632049,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,25,25,False,[512],0.7845661688254645,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,25,25,False,[512],0.7989040151148628,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,25,25,False,[512],0.7955084811319889,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,25,25,False,[512],0.8035777501563539,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,25,25,False,[512],0.8024747506532772,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,25,25,False,[512],0.8060644977730227,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,25,25,False,[512],0.7998655750085553,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,25,25,True,[512],0.7480344319405055,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,25,25,True,[512],0.7480344319405055,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,25,25,True,[512],0.7734296433820684,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,25,25,True,[512],0.7740291637657616,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,25,25,True,[512],0.7836668882499249,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,25,25,True,[512],0.7845661688254645,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,25,25,True,[512],0.7943094403646028,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,25,25,True,[512],0.7955084811319889,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,25,25,True,[512],0.801901617033328,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,25,25,True,[512],0.8024747506532772,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,25,25,True,[512],0.7996449751079399,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,25,25,True,[512],0.7998655750085553,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,50,50,False,[512],0.7505813282670747,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,50,50,False,[512],0.7585450502364648,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,50,50,False,[512],0.7798037677020767,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,50,50,False,[512],0.7793984604552553,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,50,50,False,[512],0.8000048840096867,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,50,50,False,[512],0.7960816147519383,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,50,50,False,[512],0.8054987393354862,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,50,50,False,[512],0.7999521104821993,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,50,50,False,[512],0.8101197008494898,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,50,50,False,[512],0.8018752302695842,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,50,50,False,[512],0.8119013810274908,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,50,50,False,[512],0.8008608968484043,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,50,50,True,[512],0.7585450502364648,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,50,50,True,[512],0.7585450502364648,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,50,50,True,[512],0.7785255666434594,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,50,50,True,[512],0.7793984604552553,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,50,50,True,[512],0.7952087209401424,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,50,50,True,[512],0.7960816147519383,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,50,50,True,[512],0.7984796962867104,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,50,50,True,[512],0.7999521104821993,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,50,50,True,[512],0.8004555896015828,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,50,50,True,[512],0.8018752302695842,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,50,50,True,[512],0.801486803995841,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,50,50,True,[512],0.8008608968484043,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,100,100,False,[512],0.7641349468265737,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,100,100,False,[512],0.7488714331978923,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,100,100,False,[512],0.783913874914284,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,100,100,False,[512],0.7893623318950089,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,100,100,False,[512],0.7940719594909091,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,100,100,False,[512],0.7967434144537842,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,100,100,False,[512],0.8054290848349205,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,100,100,False,[512],0.8040263251399973,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,100,100,False,[512],0.8151987431378025,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,100,100,False,[512],0.8067336726572816,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,100,100,False,[512],0.8099877670307712,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,100,100,False,[512],0.8051029378793302,,,
frozen_backbone,gender_knn,1.0,1.0,euclidean,,100,100,True,[512],0.7488714331978923,,,
frozen_backbone,gender_knn,1.0,1.0,cosine,,100,100,True,[512],0.7488714331978923,,,
frozen_backbone,gender_knn,3.0,3.0,euclidean,,100,100,True,[512],0.788489438083213,,,
frozen_backbone,gender_knn,3.0,3.0,cosine,,100,100,True,[512],0.7893623318950089,,,
frozen_backbone,gender_knn,5.0,5.0,euclidean,,100,100,True,[512],0.7961702808338349,,,
frozen_backbone,gender_knn,5.0,5.0,cosine,,100,100,True,[512],0.7967434144537842,,,
frozen_backbone,gender_knn,10.0,10.0,euclidean,,100,100,True,[512],0.8025539109445085,,,
frozen_backbone,gender_knn,10.0,10.0,cosine,,100,100,True,[512],0.8040263251399973,,,
frozen_backbone,gender_knn,20.0,20.0,euclidean,,100,100,True,[512],0.8061605390373322,,,
frozen_backbone,gender_knn,20.0,20.0,cosine,,100,100,True,[512],0.8067336726572816,,,
frozen_backbone,gender_knn,50.0,50.0,euclidean,,100,100,True,[512],0.8045561910231247,,,
frozen_backbone,gender_knn,50.0,50.0,cosine,,100,100,True,[512],0.8051029378793302,,,
frozen_backbone,age_kernel,,,,10.676259019163103,10,10,False,[512],,0.25,4.495710984297835,
frozen_backbone,age_kernel,,,,12.84408411400802,10,10,False,[512],,0.5,8.99142196859567,
frozen_backbone,age_kernel,,,,14.386487815287554,10,10,False,[512],,1.0,17.98284393719134,
frozen_backbone,age_kernel,,,,14.880580867840008,10,10,False,[512],,2.0,35.96568787438268,
frozen_backbone,age_kernel,,,,15.021488208000541,10,10,False,[512],,4.0,71.93137574876536,
frozen_backbone,age_kernel,,,,10.448169944648635,10,10,True,[512],,0.25,0.35311256072180347,
frozen_backbone,age_kernel,,,,13.020324053917292,10,10,True,[512],,0.5,0.7062251214436069,
frozen_backbone,age_kernel,,,,14.507487566177614,10,10,True,[512],,1.0,1.4124502428872139,
frozen_backbone,age_kernel,,,,14.928972570797557,10,10,True,[512],,2.0,2.8249004857744278,
frozen_backbone,age_kernel,,,,15.035535052018608,10,10,True,[512],,4.0,5.6498009715488555,
frozen_backbone,age_kernel,,,,10.825739975342854,25,25,False,[512],,0.25,5.49462704792865,
frozen_backbone,age_kernel,,,,13.343300076992804,25,25,False,[512],,0.5,10.9892540958573,
frozen_backbone,age_kernel,,,,14.569898653298349,25,25,False,[512],,1.0,21.9785081917146,
frozen_backbone,age_kernel,,,,14.932881349631565,25,25,False,[512],,2.0,43.9570163834292,
frozen_backbone,age_kernel,,,,15.03524026948414,25,25,False,[512],,4.0,87.9140327668584,
frozen_backbone,age_kernel,,,,10.318153320766381,25,25,True,[512],,0.25,0.3538836248615225,
frozen_backbone,age_kernel,,,,13.420859829306451,25,25,True,[512],,0.5,0.707767249723045,
frozen_backbone,age_kernel,,,,14.652445387502237,25,25,True,[512],,1.0,1.41553449944609,
frozen_backbone,age_kernel,,,,14.966818409566399,25,25,True,[512],,2.0,2.83106899889218,
frozen_backbone,age_kernel,,,,15.04497687067363,25,25,True,[512],,4.0,5.66213799778436,
frozen_backbone,age_kernel,,,,11.168406562162964,50,50,False,[512],,0.25,6.137128007156011,
frozen_backbone,age_kernel,,,,13.64372456653747,50,50,False,[512],,0.5,12.274256014312021,
frozen_backbone,age_kernel,,,,14.65437208256998,50,50,False,[512],,1.0,24.548512028624042,
frozen_backbone,age_kernel,,,,14.955733589999614,50,50,False,[512],,2.0,49.097024057248085,
frozen_backbone,age_kernel,,,,15.041117150689352,50,50,False,[512],,4.0,98.19404811449617,
frozen_backbone,age_kernel,,,,10.518763612706685,50,50,True,[512],,0.25,0.35421855594036356,
frozen_backbone,age_kernel,,,,13.67200242908983,50,50,True,[512],,0.5,0.7084371118807271,
frozen_backbone,age_kernel,,,,14.723822545938317,50,50,True,[512],,1.0,1.4168742237614542,
frozen_backbone,age_kernel,,,,14.984956637247036,50,50,True,[512],,2.0,2.8337484475229084,
frozen_backbone,age_kernel,,,,15.049494644308634,50,50,True,[512],,4.0,5.667496895045817,
frozen_backbone,age_kernel,,,,11.479968678274728,100,100,False,[512],,0.25,6.67859111234392,
frozen_backbone,age_kernel,,,,13.847473915439672,100,100,False,[512],,0.5,13.35718222468784,
frozen_backbone,age_kernel,,,,14.707515960036908,100,100,False,[512],,1.0,26.71436444937568,
frozen_backbone,age_kernel,,,,14.969723123153729,100,100,False,[512],,2.0,53.42872889875136,
frozen_backbone,age_kernel,,,,15.044683755191938,100,100,False,[512],,4.0,106.85745779750272,
frozen_backbone,age_kernel,,,,10.74431187142892,100,100,True,[512],,0.25,0.3543267320783013,
frozen_backbone,age_kernel,,,,13.846189377913793,100,100,True,[512],,0.5,0.7086534641566026,
frozen_backbone,age_kernel,,,,14.769946493342488,100,100,True,[512],,1.0,1.4173069283132051,
frozen_backbone,age_kernel,,,,14.996553541790723,100,100,True,[512],,2.0,2.8346138566264103,
frozen_backbone,age_kernel,,,,15.05238034446055,100,100,True,[512],,4.0,5.669227713252821,
frozen_backbone,gender_kernel,,,,,10,10,False,[512],0.7834177709773134,,,0.5
frozen_backbone,gender_kernel,,,,,10,10,False,[512],0.7797139543695826,,,1.0
frozen_backbone,gender_kernel,,,,,10,10,False,[512],0.6673014240329989,,,2.0
frozen_backbone,gender_kernel,,,,,10,10,False,[512],0.7858422392758292,,,scott
frozen_backbone,gender_kernel,,,,,10,10,False,[512],0.7833913842135696,,,silverman
frozen_backbone,gender_kernel,,,,,10,10,True,[512],0.7848996909634676,,,0.5
frozen_backbone,gender_kernel,,,,,10,10,True,[512],0.7876481756093212,,,1.0
frozen_backbone,gender_kernel,,,,,10,10,True,[512],0.7758360834569086,,,2.0
frozen_backbone,gender_kernel,,,,,10,10,True,[512],0.7879859589638295,,,scott
frozen_backbone,gender_kernel,,,,,10,10,True,[512],0.7834800502954662,,,silverman
frozen_backbone,gender_kernel,,,,,25,25,False,[512],0.7574653235312243,,,0.5
frozen_backbone,gender_kernel,,,,,25,25,False,[512],0.7397781610687393,,,1.0
frozen_backbone,gender_kernel,,,,,25,25,False,[512],0.5601706715546098,,,2.0
frozen_backbone,gender_kernel,,,,,25,25,False,[512],0.7718431596985943,,,scott
frozen_backbone,gender_kernel,,,,,25,25,False,[512],0.7738380645947976,,,silverman
frozen_backbone,gender_kernel,,,,,25,25,True,[512],0.7589788748552826,,,0.5
frozen_backbone,gender_kernel,,,,,25,25,True,[512],0.7782531765730116,,,1.0
frozen_backbone,gender_kernel,,,,,25,25,True,[512],0.7227888547554521,,,2.0
frozen_backbone,gender_kernel,,,,,25,25,True,[512],0.773408501192485,,,scott
frozen_backbone,gender_kernel,,,,,25,25,True,[512],0.7703940183009415,,,silverman
frozen_backbone,gender_kernel,,,,,50,50,False,[512],0.7660570832563036,,,0.5
frozen_backbone,gender_kernel,,,,,50,50,False,[512],0.7273539287760606,,,1.0
frozen_backbone,gender_kernel,,,,,50,50,False,[512],0.5488209213930113,,,2.0
frozen_backbone,gender_kernel,,,,,50,50,False,[512],0.7591507985519731,,,scott
frozen_backbone,gender_kernel,,,,,50,50,False,[512],0.7649729314416154,,,silverman
frozen_backbone,gender_kernel,,,,,50,50,True,[512],0.7734391491727339,,,0.5
frozen_backbone,gender_kernel,,,,,50,50,True,[512],0.7816128180014763,,,1.0
frozen_backbone,gender_kernel,,,,,50,50,True,[512],0.6890372338542506,,,2.0
frozen_backbone,gender_kernel,,,,,50,50,True,[512],0.7795356388481341,,,scott
frozen_backbone,gender_kernel,,,,,50,50,True,[512],0.7788569581732099,,,silverman
frozen_backbone,gender_kernel,,,,,100,100,False,[512],0.7677617337513258,,,0.5
frozen_backbone,gender_kernel,,,,,100,100,False,[512],0.7224881112059505,,,1.0
frozen_backbone,gender_kernel,,,,,100,100,False,[512],0.550214175297269,,,2.0
frozen_backbone,gender_kernel,,,,,100,100,False,[512],0.7402785262222152,,,scott
frozen_backbone,gender_kernel,,,,,100,100,False,[512],0.7469112736055005,,,silverman
frozen_backbone,gender_kernel,,,,,100,100,True,[512],0.7858011021472597,,,0.5
frozen_backbone,gender_kernel,,,,,100,100,True,[512],0.7827685910320404,,,1.0
frozen_backbone,gender_kernel,,,,,100,100,True,[512],0.66529701334613,,,2.0
frozen_backbone,gender_kernel,,,,,100,100,True,[512],0.7820561484109596,,,scott
frozen_backbone,gender_kernel,,,,,100,100,True,[512],0.7841639755445506,,,silverman
